ID;First_pokemon;First_attack;Second_attack;Third_attack;Fouth_attack;Second_pokemon;First_attack.1;Second_attack.1;Third_attack.1;Fouth_attack.1;Winner
6839;466;401;228;237;258;567;218;204;332;351;466
6840;13;57;411;38;229;789;33;258;156;243;13
6841;747;270;244;218;272;372;503;102;192;352;747
6842;472;501;8;160;207;760;352;189;246;238;472
6843;313;280;341;116;496;159;214;401;416;527;159
6844;234;250;364;399;104;649;374;226;98;321;234
6845;435;201;104;334;304;191;495;86;135;286;191
6846;37;218;36;260;247;638;93;129;363;416;37
6847;720;237;213;442;444;28;92;31;332;129;28
6848;575;565;607;196;127;477;445;526;204;496;477
6849;482;115;219;196;215;702;402;92;263;36;702
6850;130;85;59;513;58;154;397;53;211;216;154
6851;118;620;114;29;207;581;216;16;241;365;581
6852;21;13;97;18;36;701;182;290;104;36;701
6853;535;572;207;477;304;766;76;266;351;9;766
6854;47;445;483;355;212;95;562;488;203;330;95
6855;730;413;38;403;14;122;207;374;363;102;730
6856;301;207;104;19;17;670;347;126;109;517;670
6857;39;389;390;174;64;57;29;90;283;34;57
6858;39;182;170;8;240;116;410;25;241;99;116
6859;720;520;104;520;468;560;565;53;565;126;560
6860;177;57;57;205;168;591;67;63;34;59;177
6861;638;60;286;322;416;298;331;75;253;76;638
6862;584;203;328;430;356;567;33;416;608;57;567
6863;743;490;269;292;206;596;300;304;57;188;596
6864;499;67;232;104;68;545;314;525;304;94;545
6865;426;263;207;507;416;115;465;96;112;237;426
6866;586;442;63;120;613;416;92;111;458;68;586
6867;708;393;211;85;432;441;196;214;314;324;708
6868;241;189;173;173;350;463;214;450;230;230;241
6869;489;1;565;363;445;659;249;205;430;148;659
6870;515;103;416;120;76;378;38;255;235;445;515
6871;567;561;343;424;290;535;506;351;182;218;535
6872;687;442;12;411;210;251;214;34;359;46;687
6873;473;92;194;86;189;696;249;269;270;351;473
6874;496;278;431;280;270;748;416;252;357;182;496
6875;190;283;207;571;263;439;240;145;497;496;439
6876;763;346;574;396;11;185;192;127;173;61;185
6877;488;207;298;272;244;60;421;58;332;610;488
6878;358;203;148;196;523;204;340;283;113;402;204
6879;133;450;116;216;98;138;523;91;182;168;138
6880;171;565;343;53;52;330;213;247;368;9;171
6881;503;141;40;141;468;699;94;95;324;104;699
6882;129;104;401;282;203;675;37;258;25;258;129
6883;204;150;216;36;230;334;191;106;103;475;334
6884;521;565;216;33;565;156;173;25;263;304;521
6885;493;341;290;14;290;96;99;174;189;107;493
6886;792;269;17;434;200;290;81;527;450;450;792
6887;445;447;173;173;565;5;98;43;156;111;5
6888;533;460;466;262;180;122;565;115;497;528;533
6889;264;23;34;311;245;485;34;285;109;95;264
6890;362;446;522;34;341;774;290;104;203;414;774
6891;97;129;409;124;609;719;264;207;111;45;97
6892;643;512;237;173;364;757;313;367;260;156;643
6893;193;174;86;247;102;316;404;512;71;226;316
6894;748;478;433;357;15;684;91;447;168;25;684
6895;316;170;203;290;318;120;68;88;523;371;120
6896;607;496;218;129;138;585;70;267;33;153;585
6897;325;493;252;45;426;203;198;72;216;230;203
6898;640;60;378;241;207;30;491;36;114;213;30
6899;259;102;364;445;2;117;205;187;103;187;259
6900;122;94;196;8;3;256;59;270;5;29;122
6901;251;414;216;341;156;25;496;514;279;526;25
6902;765;189;290;189;148;730;211;216;38;432;765
6903;140;56;175;33;33;117;510;526;36;559;117
6904;387;288;351;492;270;450;268;210;36;574;387
6905;432;290;473;244;148;548;270;127;263;612;432
6906;706;521;214;37;241;269;125;7;414;523;706
6907;758;163;373;157;452;294;218;402;156;331;758
6908;54;326;563;249;156;467;98;226;39;352;467
6909;687;168;168;444;164;499;410;8;213;70;499
6910;496;495;565;103;247;543;213;76;237;242;543
6911;455;446;14;213;523;467;346;263;496;565;467
6912;168;219;174;156;36;510;8;235;76;402;168
6913;578;473;416;104;94;638;607;607;214;237;638
6914;247;182;313;334;102;86;379;473;148;127;247
6915;139;87;157;582;180;588;277;164;314;113;588
6916;240;446;300;133;63;711;203;430;59;355;711
6917;70;182;129;433;5;278;97;102;67;10;278
6918;615;168;241;99;76;620;210;404;552;411;615
6919;646;218;556;352;269;251;213;199;175;441;646
6920;625;101;416;310;247;788;506;218;438;598;788
6921;423;363;173;330;216;96;218;409;256;7;423
6922;274;71;72;414;73;83;341;117;63;213;274
6923;306;25;497;410;196;760;263;55;330;70;306
6924;409;496;428;29;111;422;184;57;330;330;409
6925;379;156;214;241;263;24;432;365;218;16;24
6926;727;127;213;63;518;634;567;565;39;213;727
6927;394;290;43;43;203;469;36;567;311;263;394
6928;487;313;216;565;36;474;565;318;240;433;474
6929;574;374;467;63;91;493;496;414;210;408;574
6930;230;182;207;237;332;370;278;442;106;502;230
6931;652;122;495;237;213;504;514;372;434;96;504
6932;584;237;174;356;216;464;154;385;103;432;464
6933;758;164;184;214;332;396;58;196;50;270;758
6934;54;491;149;92;103;200;569;56;164;189;200
6935;565;44;104;214;109;257;283;157;67;36;565
6936;228;38;342;104;441;406;531;381;196;182;406
6937;505;196;398;8;213;503;424;398;92;262;503
6938;134;285;203;378;148;38;43;37;351;38;134
6939;643;65;182;129;355;17;40;81;527;527;643
6940;411;29;334;428;442;767;213;399;349;246;767
6941;35;203;231;332;24;427;245;14;444;360;427
6942;217;237;237;237;237;559;519;76;157;203;559
6943;634;455;526;1;1;381;496;421;241;280;381
6944;467;13;237;97;213;42;61;290;497;497;467
6945;338;565;164;148;528;29;282;157;259;182;338
6946;776;330;231;214;225;260;610;156;610;123;260
6947;552;202;428;92;189;103;171;85;237;223;103
6948;693;411;156;211;315;7;407;102;510;25;7
6949;650;398;491;15;184;459;33;445;324;182;650
6950;708;351;565;599;34;26;104;213;34;343;26
6951;293;173;213;148;363;181;314;366;219;241;181
6952;626;362;213;104;213;642;297;211;403;58;626
6953;452;191;15;170;241;214;164;214;555;102;214
6954;143;55;565;287;62;240;230;114;565;58;143
6955;270;19;34;366;202;672;214;398;164;283;270
6956;770;138;523;231;104;410;157;242;416;213;410
6957;576;263;157;154;411;418;565;250;375;139;418
6958;50;148;99;218;567;676;104;497;62;156;676
6959;4;219;200;214;182;58;130;148;207;313;58
6960;96;371;562;474;50;514;48;430;237;209;514
6961;235;174;207;210;203;30;281;34;43;398;30
6962;160;182;156;407;250;489;189;301;92;218;160
6963;50;43;374;491;437;779;532;272;275;104;50
6964;118;205;496;620;482;679;156;369;51;491;679
6965;314;173;304;282;610;206;21;168;113;38;314
6966;345;343;605;390;129;401;102;48;333;329;401
6967;339;182;503;209;44;725;118;263;291;272;339
6968;82;520;106;290;189;358;216;91;412;5;358
6969;387;286;421;216;373;175;207;31;580;349;175
6970;26;36;189;15;168;748;321;10;500;115;748
6971;439;207;207;392;65;300;239;45;168;119;300
6972;414;115;182;157;214;395;219;227;133;194;414
6973;37;218;66;157;130;583;24;572;209;270;583
6974;779;606;138;620;398;167;210;173;36;14;167
6975;588;502;451;203;207;50;230;73;445;29;588
6976;526;94;502;268;214;710;157;189;242;447;710
6977;24;36;239;365;143;461;156;182;213;527;24
6978;139;179;228;58;465;74;237;157;249;9;139
6979;523;347;231;129;189;572;157;213;157;157;572
6980;213;226;213;184;213;244;97;218;419;496;244
6981;695;240;526;276;44;105;445;101;115;248;695
6982;628;332;369;207;372;93;45;31;156;45;93
6983;719;240;173;67;496;285;249;46;68;281;719
6984;528;514;279;8;241;175;104;416;196;290;528
6985;4;311;174;491;80;797;88;133;328;385;797
6986;63;515;238;157;496;220;379;76;450;214;63
6987;330;69;269;220;442;800;374;55;104;510;800
6988;391;38;332;363;403;58;220;192;154;253;58
6989;384;385;56;352;55;307;412;286;101;386;307
6990;725;263;214;610;374;732;382;203;366;272;732
6991;255;166;166;166;166;582;565;203;203;92;582
6992;68;95;352;59;90;345;363;207;218;240;68
6993;526;247;38;387;156;472;251;8;595;468;472
6994;617;182;374;269;205;569;373;182;304;103;569
6995;498;430;29;371;363;98;290;38;56;104;498
6996;284;270;184;56;444;103;86;207;134;290;284
6997;561;58;514;549;240;176;352;451;29;189;561
6998;246;197;404;403;143;260;25;123;189;69;260
6999;534;101;263;466;466;304;60;216;244;269;534
7000;614;342;377;411;258;662;528;290;477;290;614
7001;203;263;237;115;437;353;23;70;172;495;203
7002;362;231;432;203;446;226;213;387;514;265;362
7003;353;269;257;263;121;303;168;63;371;207;303
7004;196;178;406;203;241;75;189;90;445;156;75
7005;143;195;54;401;581;728;213;523;162;156;143
7006;712;115;434;237;324;571;412;122;264;249;712
7007;112;437;452;331;67;403;416;129;63;389;112
7008;374;242;496;11;14;257;182;370;129;70;257
7009;73;104;272;218;2;535;389;189;180;129;535
7010;530;270;506;241;59;475;15;129;445;240;475
7011;187;607;189;197;11;502;184;390;231;577;502
7012;578;473;273;451;259;717;253;60;409;87;717
7013;463;230;529;129;189;515;5;9;263;610;463
7014;770;46;218;352;451;86;89;562;53;173;770
7015;131;63;113;173;240;15;106;450;106;81;131
7016;651;368;529;501;31;721;501;157;565;157;721
7017;527;70;196;71;569;365;270;310;365;47;527
7018;733;450;588;476;396;559;249;189;111;360;559
7019;47;371;365;128;98;520;416;45;416;352;520
7020;411;334;36;442;36;796;88;387;182;118;796
7021;382;164;102;38;483;83;359;446;216;189;83
7022;18;527;527;334;106;228;57;342;352;175;228
7023;614;157;525;280;259;265;366;302;189;55;614
7024;777;9;70;200;240;7;45;156;251;34;7
7025;68;283;431;68;66;54;101;148;218;78;68
7026;159;92;403;507;19;481;389;214;244;371;481
7027;387;94;168;174;92;374;56;404;240;213;387
7028;684;263;324;94;92;40;188;29;158;126;40
7029;617;424;442;374;193;654;237;466;466;250;617
7030;301;496;283;68;355;508;362;324;36;392;301
7031;365;569;19;496;97;356;444;334;495;504;356
7032;388;363;216;416;371;698;237;315;36;565;388
7033;461;60;331;148;253;62;130;249;411;70;62
7034;472;237;514;110;97;220;115;270;203;522;472
7035;797;203;470;133;246;411;158;33;435;193;797
7036;40;565;33;156;210;674;411;38;242;67;674
7037;550;182;241;92;59;607;567;237;92;313;550
7038;414;218;184;428;403;593;395;92;70;282;414
7039;394;38;214;196;163;623;427;92;94;76;394
7040;219;207;171;45;192;772;290;259;355;182;772
7041;41;156;156;68;102;83;359;168;111;610;83
7042;412;553;63;416;565;14;173;173;450;33;412
7043;634;495;293;358;561;776;164;352;330;33;634
7044;338;316;242;290;148;18;450;81;450;81;338
7045;544;173;70;431;216;759;164;219;70;216;544
7046;656;218;273;285;57;25;55;34;447;351;25
7047;729;188;201;328;380;325;569;371;216;182;729
7048;735;104;148;55;450;747;501;215;356;226;747
7049;333;201;157;103;253;583;435;63;214;189;583
7050;9;239;307;315;164;323;9;203;29;164;9
7051;103;212;374;171;390;490;363;565;97;355;490
7052;95;62;114;373;352;467;250;46;250;168;467
7053;432;347;129;20;102;382;218;231;58;156;432
7054;494;398;434;207;225;282;352;203;363;419;494
7055;338;231;216;70;41;636;351;148;357;374;338
7056;297;218;76;384;371;717;148;85;63;98;717
7057;9;225;223;70;406;672;156;525;179;523;9
7058;766;164;528;574;203;739;218;447;219;273;766
7059;83;469;363;164;374;74;197;523;197;358;74
7060;326;63;608;215;263;617;37;259;488;244;326
7061;571;237;104;22;154;431;234;430;35;156;431
7062;780;438;50;164;502;696;164;565;249;225;696
7063;146;503;151;304;387;558;213;372;239;203;146
7064;473;286;156;496;282;460;213;213;416;241;473
7065;733;102;78;522;78;490;173;272;101;97;490
7066;563;15;525;522;173;512;320;219;452;148;512
7067;776;274;214;406;465;247;164;373;364;43;247
7068;173;231;68;332;250;754;216;94;203;560;173
7069;452;188;203;173;247;471;203;300;189;496;452
7070;182;263;182;404;340;334;430;213;442;397;334
7071;350;496;295;156;92;710;280;286;444;432;350
7072;29;138;130;203;263;211;390;300;329;231;29
7073;431;75;399;173;430;6;83;91;213;332;431
7074;627;207;453;330;56;49;99;92;275;235;627
7075;531;242;261;445;237;155;184;19;241;444;155
7076;217;237;237;237;237;69;247;478;472;277;217
7077;94;237;32;57;216;23;29;263;28;115;23
7078;783;477;235;75;249;787;267;433;168;286;787
7079;548;387;447;164;567;399;70;565;281;173;548
7080;619;110;182;469;201;540;324;447;29;218;540
7081;333;461;349;337;334;204;241;237;185;216;333
7082;434;442;412;242;104;682;364;5;213;280;682
7083;572;157;213;122;173;174;401;526;445;173;572
7084;580;240;143;156;366;204;567;216;567;38;204
7085;367;45;567;565;76;794;129;290;92;421;794
7086;49;102;331;270;188;584;397;249;350;237;49
7087;34;231;111;249;175;701;442;403;335;203;701
7088;675;385;92;249;610;500;279;34;89;91;675
7089;136;172;172;231;68;361;525;414;366;314;136
7090;40;523;411;33;162;588;164;164;226;63;588
7091;227;156;76;53;85;791;129;156;97;207;791
7092;330;373;214;230;25;306;451;7;100;421;306
7093;77;188;214;321;263;643;240;211;283;503;643
7094;593;395;447;280;264;635;369;85;321;283;635
7095;508;218;392;513;204;790;229;181;59;334;508
7096;466;497;92;226;216;591;91;567;253;324;466
7097;133;156;255;405;458;373;240;562;213;156;133
7098;278;97;210;257;237;384;290;182;87;201;384
7099;719;9;610;191;264;511;5;329;113;412;511
7100;541;173;356;232;161;600;92;220;203;5;541
7101;790;442;360;229;419;471;207;414;237;249;471
7102;627;503;504;282;250;757;35;157;92;367;757
7103;461;450;33;91;589;106;419;269;174;101;106
7104;98;258;329;333;371;345;402;80;170;244;345
7105;209;216;129;94;182;585;408;397;218;104;585
7106;646;581;182;556;556;760;164;270;55;416;646
7107;489;207;426;186;351;666;213;527;37;231;666
7108;401;263;210;169;156;173;92;496;291;337;401
7109;232;523;445;514;290;176;173;59;247;304;232
7110;365;206;76;97;76;127;496;586;503;164;127
7111;337;5;117;34;458;374;55;306;143;206;337
7112;474;153;85;19;218;517;104;89;306;63;474
7113;176;98;546;85;7;121;58;213;179;34;121
7114;299;525;403;173;168;583;129;148;46;38;583
7115;598;45;264;104;340;431;322;412;477;416;431
7116;286;371;70;216;184;321;514;610;403;156;286
7117;285;182;269;281;242;199;526;187;571;57;199
7118;391;318;406;469;73;364;73;454;214;210;364
7119;722;240;60;383;240;222;174;20;428;446;722
7120;719;45;218;173;148;732;263;64;513;92;732
7121;502;496;306;247;43;555;218;22;348;267;502
7122;771;241;156;174;6;309;248;141;496;127;309
7123;397;63;44;329;536;291;369;290;527;102;397
7124;189;220;241;405;182;298;202;73;203;111;298
7125;29;259;263;70;188;642;240;263;92;432;642
7126;595;38;67;237;371;596;426;237;497;287;596
7127;566;332;91;371;104;14;173;450;527;527;566
7128;22;366;16;403;203;14;173;173;450;81;22
7129;507;207;369;203;406;551;241;216;345;63;551
7130;538;104;324;285;118;225;164;237;239;89;225
7131;70;8;223;409;9;319;103;313;214;269;319
7132;32;486;213;39;451;707;36;510;468;70;32
7133;666;218;369;216;565;345;216;104;182;398;345
7134;505;431;228;14;189;642;290;218;270;211;505
7135;447;45;117;33;1;168;207;565;156;210;168
7136;79;240;352;243;229;83;36;63;173;174;83
7137;3;398;80;133;20;248;445;213;76;126;248
7138;395;243;243;133;219;22;18;168;203;156;22
7139;594;490;335;174;498;261;29;216;359;358;261
7140;76;72;3;218;378;612;399;373;174;447;612
7141;385;92;92;409;9;283;117;243;133;196;283
7142;584;350;430;174;36;588;244;496;248;270;588
7143;463;366;173;44;564;251;164;414;172;173;463
7144;366;36;257;114;213;248;316;52;52;241;248
7145;516;335;423;484;7;692;510;214;372;260;516
7146;353;442;156;484;510;282;446;104;565;173;282
7147;252;328;335;351;414;308;270;207;196;114;308
7148;67;270;29;610;352;224;138;88;475;143;67
7149;159;207;512;102;249;729;43;173;156;168;159
7150;755;230;164;204;213;528;502;206;472;214;528
7151;640;347;477;563;347;346;164;153;34;620;346
7152;39;87;99;32;29;213;115;36;496;385;213
7153;369;35;207;400;523;523;46;347;46;58;523
7154;373;133;200;258;290;8;82;104;150;526;8
7155;391;447;15;407;149;696;29;36;414;526;696
7156;797;63;215;129;33;272;477;318;203;417;797
7157;713;605;599;411;581;93;270;332;365;139;93
7158;628;468;421;98;282;775;526;341;92;188;628
7159;138;282;179;92;156;772;501;227;411;340;772
7160;238;603;203;153;174;332;173;263;352;232;332
7161;180;205;366;183;9;271;542;86;89;89;271
7162;453;241;235;290;216;445;249;497;168;203;453
7163;660;580;164;402;42;64;184;216;117;316;64
7164;2;474;46;214;290;573;569;53;421;53;573
7165;589;92;139;214;36;540;253;38;500;263;540
7166;155;424;99;168;418;716;285;374;409;569;155
7167;196;111;173;567;34;70;433;182;271;117;70
7168;800;484;241;70;156;593;91;88;279;28;800
7169;751;565;533;416;206;130;58;291;322;218;130
7170;428;214;244;63;286;218;243;150;243;194;428
7171;513;416;232;206;57;783;218;285;496;164;513
7172;518;168;218;238;496;467;258;411;92;33;467
7173;466;352;401;424;70;244;69;311;524;226;466
7174;62;164;174;240;343;472;416;104;8;7;472
7175;392;171;93;442;36;630;390;482;168;256;630
7176;722;500;277;510;169;762;411;230;56;180;722
7177;721;360;565;42;33;332;92;496;214;156;721
7178;739;277;412;502;118;483;270;184;156;15;483
7179;203;45;270;412;565;766;76;9;53;241;766
7180;554;526;94;277;116;287;237;231;34;205;554
7181;385;252;472;290;15;694;290;332;218;263;694
7182;793;231;164;36;411;116;102;269;418;156;793
7183;222;86;249;111;74;438;370;343;519;525;438
7184;220;290;68;203;89;666;148;447;506;63;666
7185;452;535;244;326;173;225;484;29;156;33;225
7186;451;565;38;324;46;51;491;216;567;331;451
7187;276;458;242;348;73;260;109;231;123;238;276
7188;404;392;589;244;173;760;252;103;250;249;760
7189;314;237;290;79;404;517;104;218;371;34;314
7190;455;82;359;15;253;536;565;310;42;168;536
7191;692;617;492;218;232;492;189;434;424;36;692
7192;119;205;589;261;182;613;207;374;25;525;613
7193;165;502;486;241;59;440;196;432;117;15;165
7194;107;213;362;14;250;597;589;57;104;495;597
7195;710;237;189;153;240;506;491;207;282;255;710
7196;252;216;63;282;328;213;226;245;171;171;213
7197;124;126;92;214;4;17;40;81;81;527;124
7198;251;276;105;282;216;255;166;166;166;166;251
7199;579;45;13;403;19;94;99;255;453;32;94
7200;472;207;282;68;417;540;87;94;189;156;540
7201;422;156;127;523;565;181;216;183;182;374;422
7202;739;219;202;33;569;202;69;150;103;214;202
7203;275;267;348;237;242;737;216;599;52;496;275
7204;651;249;534;404;71;796;356;479;452;347;796
7205;49;380;237;380;104;137;339;36;29;163;137
7206;541;216;89;280;34;755;608;92;81;216;541
7207;405;397;363;244;201;407;496;70;468;44;405
7208;312;351;38;498;36;755;615;495;607;380;755
7209;370;444;277;59;311;268;126;201;9;423;268
7210;487;157;241;156;263;292;81;527;81;334;292
7211;171;216;129;52;343;592;207;1;7;387;171
7212;190;68;266;189;92;466;70;339;382;67;466
7213;155;290;259;240;290;328;310;416;490;202;155
7214;792;432;63;280;19;708;50;113;94;164;792
7215;235;402;270;387;264;9;154;349;332;36;9
7216;545;156;496;241;94;481;95;241;92;189;481
7217;579;257;314;332;297;683;70;400;523;610;683
7218;202;213;29;264;411;118;85;445;87;399;202
7219;664;451;282;268;282;401;38;249;111;70;401
7220;709;173;36;14;187;761;503;237;127;291;709
7221;543;363;241;414;213;510;496;247;311;437;543
7222;97;335;104;91;477;654;207;194;173;148;654
7223;191;204;304;565;214;481;207;154;304;240;481
